sar_path,optical_path,roi
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_83\ROIs1158_spring_s1_83_p277.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_83\ROIs1158_spring_s2_83_p277.png,83
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_63\ROIs1158_spring_s1_63_p1111.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_63\ROIs1158_spring_s2_63_p1111.png,63
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_41\ROIs1158_spring_s1_41_p1053.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_41\ROIs1158_spring_s2_41_p1053.png,41
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_56\ROIs1158_spring_s1_56_p550.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_56\ROIs1158_spring_s2_56_p550.png,56
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_78\ROIs1158_spring_s1_78_p102.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_78\ROIs1158_spring_s2_78_p102.png,78
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_79\ROIs1158_spring_s1_79_p62.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_79\ROIs1158_spring_s2_79_p62.png,79
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_54\ROIs1158_spring_s1_54_p627.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_54\ROIs1158_spring_s2_54_p627.png,54
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_114\ROIs1158_spring_s1_114_p156.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_114\ROIs1158_spring_s2_114_p156.png,114
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_79\ROIs1158_spring_s1_79_p398.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_79\ROIs1158_spring_s2_79_p398.png,79
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_40\ROIs1158_spring_s1_40_p835.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_40\ROIs1158_spring_s2_40_p835.png,40
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_148\ROIs1158_spring_s1_148_p836.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_148\ROIs1158_spring_s2_148_p836.png,148
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_63\ROIs1158_spring_s1_63_p478.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_63\ROIs1158_spring_s2_63_p478.png,63
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_25\ROIs1158_spring_s1_25_p1177.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_25\ROIs1158_spring_s2_25_p1177.png,25
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_43\ROIs1158_spring_s1_43_p296.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_43\ROIs1158_spring_s2_43_p296.png,43
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_25\ROIs1158_spring_s1_25_p502.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_25\ROIs1158_spring_s2_25_p502.png,25
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_100\ROIs1158_spring_s1_100_p448.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_100\ROIs1158_spring_s2_100_p448.png,100
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_101\ROIs1158_spring_s1_101_p2215.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_101\ROIs1158_spring_s2_101_p2215.png,101
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_14\ROIs1158_spring_s1_14_p792.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_14\ROIs1158_spring_s2_14_p792.png,14
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_98\ROIs1158_spring_s1_98_p920.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_98\ROIs1158_spring_s2_98_p920.png,98
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_5\ROIs1158_spring_s1_5_p482.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_5\ROIs1158_spring_s2_5_p482.png,5
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_59\ROIs1158_spring_s1_59_p34.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_59\ROIs1158_spring_s2_59_p34.png,59
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_59\ROIs1158_spring_s1_59_p336.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_59\ROIs1158_spring_s2_59_p336.png,59
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_41\ROIs1158_spring_s1_41_p1024.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_41\ROIs1158_spring_s2_41_p1024.png,41
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_60\ROIs1158_spring_s1_60_p768.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_60\ROIs1158_spring_s2_60_p768.png,60
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_6\ROIs1158_spring_s1_6_p424.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_6\ROIs1158_spring_s2_6_p424.png,6
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_43\ROIs1158_spring_s1_43_p521.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_43\ROIs1158_spring_s2_43_p521.png,43
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_101\ROIs1158_spring_s1_101_p1305.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_101\ROIs1158_spring_s2_101_p1305.png,101
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_20\ROIs1158_spring_s1_20_p847.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_20\ROIs1158_spring_s2_20_p847.png,20
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_50\ROIs1158_spring_s1_50_p594.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_50\ROIs1158_spring_s2_50_p594.png,50
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_26\ROIs1158_spring_s1_26_p535.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_26\ROIs1158_spring_s2_26_p535.png,26
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_52\ROIs1158_spring_s1_52_p535.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_52\ROIs1158_spring_s2_52_p535.png,52
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_137\ROIs1158_spring_s1_137_p814.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_137\ROIs1158_spring_s2_137_p814.png,137
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_52\ROIs1158_spring_s1_52_p1155.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_52\ROIs1158_spring_s2_52_p1155.png,52
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_35\ROIs1158_spring_s1_35_p1058.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_35\ROIs1158_spring_s2_35_p1058.png,35
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_145\ROIs1158_spring_s1_145_p339.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_145\ROIs1158_spring_s2_145_p339.png,145
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_7\ROIs1158_spring_s1_7_p769.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_7\ROIs1158_spring_s2_7_p769.png,7
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_14\ROIs1158_spring_s1_14_p21.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_14\ROIs1158_spring_s2_14_p21.png,14
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_45\ROIs1158_spring_s1_45_p625.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_45\ROIs1158_spring_s2_45_p625.png,45
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_38\ROIs1158_spring_s1_38_p849.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_38\ROIs1158_spring_s2_38_p849.png,38
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_145\ROIs1158_spring_s1_145_p704.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_145\ROIs1158_spring_s2_145_p704.png,145
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_20\ROIs1158_spring_s1_20_p1013.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_20\ROIs1158_spring_s2_20_p1013.png,20
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_17\ROIs1158_spring_s1_17_p210.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_17\ROIs1158_spring_s2_17_p210.png,17
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_35\ROIs1158_spring_s1_35_p725.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_35\ROIs1158_spring_s2_35_p725.png,35
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_41\ROIs1158_spring_s1_41_p504.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_41\ROIs1158_spring_s2_41_p504.png,41
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_110\ROIs1158_spring_s1_110_p329.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_110\ROIs1158_spring_s2_110_p329.png,110
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_78\ROIs1158_spring_s1_78_p948.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_78\ROIs1158_spring_s2_78_p948.png,78
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_15\ROIs1158_spring_s1_15_p436.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_15\ROIs1158_spring_s2_15_p436.png,15
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_53\ROIs1158_spring_s1_53_p914.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_53\ROIs1158_spring_s2_53_p914.png,53
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_126\ROIs1158_spring_s1_126_p551.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_126\ROIs1158_spring_s2_126_p551.png,126
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_101\ROIs1158_spring_s1_101_p2418.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_101\ROIs1158_spring_s2_101_p2418.png,101
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_114\ROIs1158_spring_s1_114_p500.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_114\ROIs1158_spring_s2_114_p500.png,114
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_127\ROIs1158_spring_s1_127_p793.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_127\ROIs1158_spring_s2_127_p793.png,127
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_120\ROIs1158_spring_s1_120_p395.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_120\ROIs1158_spring_s2_120_p395.png,120
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_24\ROIs1158_spring_s1_24_p597.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_24\ROIs1158_spring_s2_24_p597.png,24
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_10\ROIs1158_spring_s1_10_p883.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_10\ROIs1158_spring_s2_10_p883.png,10
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_43\ROIs1158_spring_s1_43_p965.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_43\ROIs1158_spring_s2_43_p965.png,43
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_63\ROIs1158_spring_s1_63_p1153.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_63\ROIs1158_spring_s2_63_p1153.png,63
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_100\ROIs1158_spring_s1_100_p820.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_100\ROIs1158_spring_s2_100_p820.png,100
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_114\ROIs1158_spring_s1_114_p118.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_114\ROIs1158_spring_s2_114_p118.png,114
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_59\ROIs1158_spring_s1_59_p205.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_59\ROIs1158_spring_s2_59_p205.png,59
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_148\ROIs1158_spring_s1_148_p646.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_148\ROIs1158_spring_s2_148_p646.png,148
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_0\ROIs1158_spring_s1_0_p80.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_0\ROIs1158_spring_s2_0_p80.png,0
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_111\ROIs1158_spring_s1_111_p248.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_111\ROIs1158_spring_s2_111_p248.png,111
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_64\ROIs1158_spring_s1_64_p985.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_64\ROIs1158_spring_s2_64_p985.png,64
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_95\ROIs1158_spring_s1_95_p1341.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_95\ROIs1158_spring_s2_95_p1341.png,95
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_120\ROIs1158_spring_s1_120_p514.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_120\ROIs1158_spring_s2_120_p514.png,120
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_27\ROIs1158_spring_s1_27_p627.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_27\ROIs1158_spring_s2_27_p627.png,27
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_2\ROIs1158_spring_s1_2_p933.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_2\ROIs1158_spring_s2_2_p933.png,2
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_70\ROIs1158_spring_s1_70_p863.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_70\ROIs1158_spring_s2_70_p863.png,70
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_112\ROIs1158_spring_s1_112_p628.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_112\ROIs1158_spring_s2_112_p628.png,112
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_10\ROIs1158_spring_s1_10_p206.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_10\ROIs1158_spring_s2_10_p206.png,10
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_84\ROIs1158_spring_s1_84_p185.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_84\ROIs1158_spring_s2_84_p185.png,84
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_43\ROIs1158_spring_s1_43_p332.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_43\ROIs1158_spring_s2_43_p332.png,43
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_42\ROIs1158_spring_s1_42_p575.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_42\ROIs1158_spring_s2_42_p575.png,42
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_95\ROIs1158_spring_s1_95_p906.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_95\ROIs1158_spring_s2_95_p906.png,95
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_24\ROIs1158_spring_s1_24_p194.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_24\ROIs1158_spring_s2_24_p194.png,24
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_63\ROIs1158_spring_s1_63_p332.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_63\ROIs1158_spring_s2_63_p332.png,63
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_2\ROIs1158_spring_s1_2_p168.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_2\ROIs1158_spring_s2_2_p168.png,2
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_68\ROIs1158_spring_s1_68_p2427.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_68\ROIs1158_spring_s2_68_p2427.png,68
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_95\ROIs1158_spring_s1_95_p1138.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_95\ROIs1158_spring_s2_95_p1138.png,95
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_80\ROIs1158_spring_s1_80_p921.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_80\ROIs1158_spring_s2_80_p921.png,80
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_95\ROIs1158_spring_s1_95_p1451.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_95\ROIs1158_spring_s2_95_p1451.png,95
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_115\ROIs1158_spring_s1_115_p875.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_115\ROIs1158_spring_s2_115_p875.png,115
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_111\ROIs1158_spring_s1_111_p320.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_111\ROIs1158_spring_s2_111_p320.png,111
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_70\ROIs1158_spring_s1_70_p30.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_70\ROIs1158_spring_s2_70_p30.png,70
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_6\ROIs1158_spring_s1_6_p208.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_6\ROIs1158_spring_s2_6_p208.png,6
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_56\ROIs1158_spring_s1_56_p1108.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_56\ROIs1158_spring_s2_56_p1108.png,56
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_80\ROIs1158_spring_s1_80_p420.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_80\ROIs1158_spring_s2_80_p420.png,80
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_83\ROIs1158_spring_s1_83_p104.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_83\ROIs1158_spring_s2_83_p104.png,83
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_79\ROIs1158_spring_s1_79_p67.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_79\ROIs1158_spring_s2_79_p67.png,79
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_136\ROIs1158_spring_s1_136_p221.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_136\ROIs1158_spring_s2_136_p221.png,136
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_65\ROIs1158_spring_s1_65_p1258.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_65\ROIs1158_spring_s2_65_p1258.png,65
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_20\ROIs1158_spring_s1_20_p459.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_20\ROIs1158_spring_s2_20_p459.png,20
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_42\ROIs1158_spring_s1_42_p806.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_42\ROIs1158_spring_s2_42_p806.png,42
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_53\ROIs1158_spring_s1_53_p378.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_53\ROIs1158_spring_s2_53_p378.png,53
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_100\ROIs1158_spring_s1_100_p568.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_100\ROIs1158_spring_s2_100_p568.png,100
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_111\ROIs1158_spring_s1_111_p400.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_111\ROIs1158_spring_s2_111_p400.png,111
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_137\ROIs1158_spring_s1_137_p399.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_137\ROIs1158_spring_s2_137_p399.png,137
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_42\ROIs1158_spring_s1_42_p289.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_42\ROIs1158_spring_s2_42_p289.png,42
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_20\ROIs1158_spring_s1_20_p332.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_20\ROIs1158_spring_s2_20_p332.png,20
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_20\ROIs1158_spring_s1_20_p22.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_20\ROIs1158_spring_s2_20_p22.png,20
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_20\ROIs1158_spring_s1_20_p76.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_20\ROIs1158_spring_s2_20_p76.png,20
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_98\ROIs1158_spring_s1_98_p729.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_98\ROIs1158_spring_s2_98_p729.png,98
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_120\ROIs1158_spring_s1_120_p310.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_120\ROIs1158_spring_s2_120_p310.png,120
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_18\ROIs1158_spring_s1_18_p907.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_18\ROIs1158_spring_s2_18_p907.png,18
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_56\ROIs1158_spring_s1_56_p396.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_56\ROIs1158_spring_s2_56_p396.png,56
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_47\ROIs1158_spring_s1_47_p128.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_47\ROIs1158_spring_s2_47_p128.png,47
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_68\ROIs1158_spring_s1_68_p534.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_68\ROIs1158_spring_s2_68_p534.png,68
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_112\ROIs1158_spring_s1_112_p182.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_112\ROIs1158_spring_s2_112_p182.png,112
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_18\ROIs1158_spring_s1_18_p351.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_18\ROIs1158_spring_s2_18_p351.png,18
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_60\ROIs1158_spring_s1_60_p711.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_60\ROIs1158_spring_s2_60_p711.png,60
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_27\ROIs1158_spring_s1_27_p672.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_27\ROIs1158_spring_s2_27_p672.png,27
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_26\ROIs1158_spring_s1_26_p650.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_26\ROIs1158_spring_s2_26_p650.png,26
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_137\ROIs1158_spring_s1_137_p798.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_137\ROIs1158_spring_s2_137_p798.png,137
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_64\ROIs1158_spring_s1_64_p684.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_64\ROIs1158_spring_s2_64_p684.png,64
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_0\ROIs1158_spring_s1_0_p116.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_0\ROIs1158_spring_s2_0_p116.png,0
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_110\ROIs1158_spring_s1_110_p475.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_110\ROIs1158_spring_s2_110_p475.png,110
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_95\ROIs1158_spring_s1_95_p1248.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_95\ROIs1158_spring_s2_95_p1248.png,95
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_9\ROIs1158_spring_s1_9_p373.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_9\ROIs1158_spring_s2_9_p373.png,9
C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s1_9\ROIs1158_spring_s1_9_p1070.png,C:\Users\ADITYA SHAHI\Downloads\ROIs1158_spring\s2_9\ROIs1158_spring_s2_9_p1070.png,9
